Org Defined ID,UserName,FirstName,LastName,Attempt #,Score,Out Of,Attempt_Start,Attempt_End,Percent
13114642,qe3386ba,Willard,Kafka,12,1,1,2019-02-13 14:59:00,2019-02-13 15:09:00,100 %
13114642,qe3386ba,Willard,Kafka,13,1,1,2019-02-15 14:59:00,2019-02-15 15:02:00,100 %
13114642,qe3386ba,Willard,Kafka,14,1,1,2019-02-18 14:00:00,2019-02-18 14:04:00,100 %
13114642,qe3386ba,Willard,Kafka,15,1,1,2019-02-27 14:58:00,2019-02-27 15:06:00,100 %
13114642,qe3386ba,Willard,Kafka,16,1,1,2019-03-01 14:01:00,2019-03-01 14:03:00,100 %
13114642,qe3386ba,Willard,Kafka,17,1,1,2019-03-04 14:00:00,2019-03-04 14:04:00,100 %
13114642,qe3386ba,Willard,Kafka,18,1,1,2019-03-06 14:01:00,2019-03-06 14:02:00,100 %
13114642,qe3386ba,Willard,Kafka,19,1,1,2019-03-08 14:59:00,2019-03-08 15:09:00,100 %
14819010,kx3806uj,Ross,Galbreath,1,1,1,2019-01-14 14:00:00,2019-01-14 14:09:00,100 %
14819010,kx3806uj,Ross,Galbreath,2,1,1,2019-01-16 14:00:00,2019-01-16 14:06:00,100 %
14819010,kx3806uj,Ross,Galbreath,3,1,1,2019-01-18 14:00:00,2019-01-18 14:10:00,100 %
14819010,kx3806uj,Ross,Galbreath,4,1,1,2019-01-23 14:59:00,2019-01-23 15:02:00,100 %
14819010,kx3806uj,Ross,Galbreath,5,1,1,2019-01-25 14:00:00,2019-01-25 14:03:00,100 %
14819010,kx3806uj,Ross,Galbreath,6,1,1,2019-02-01 14:57:00,2019-02-01 15:04:00,100 %
14819010,kx3806uj,Ross,Galbreath,7,1,1,2019-02-04 14:00:00,2019-02-04 14:09:00,100 %
14819010,kx3806uj,Ross,Galbreath,8,1,1,2019-02-06 14:00:00,2019-02-06 14:05:00,100 %
14819010,kx3806uj,Ross,Galbreath,9,1,1,2019-02-08 14:59:00,2019-02-08 15:01:00,100 %
14819010,kx3806uj,Ross,Galbreath,10,1,1,2019-02-11 14:59:00,2019-02-11 15:01:00,100 %
14819010,kx3806uj,Ross,Galbreath,11,1,1,2019-02-13 14:58:00,2019-02-13 14:59:00,100 %
14819010,kx3806uj,Ross,Galbreath,12,1,1,2019-02-15 14:59:00,2019-02-15 15:09:00,100 %
14819010,kx3806uj,Ross,Galbreath,13,1,1,2019-02-18 14:00:00,2019-02-18 14:07:00,100 %
14819010,kx3806uj,Ross,Galbreath,14,1,1,2019-02-27 14:00:00,2019-02-27 14:04:00,100 %
14819010,kx3806uj,Ross,Galbreath,15,1,1,2019-03-01 14:00:00,2019-03-01 14:04:00,100 %
14819010,kx3806uj,Ross,Galbreath,16,1,1,2019-03-04 14:00:00,2019-03-04 14:06:00,100 %
14819010,kx3806uj,Ross,Galbreath,17,1,1,2019-03-06 14:59:00,2019-03-06 15:01:00,100 %
14819010,kx3806uj,Ross,Galbreath,18,1,1,2019-03-08 14:59:00,2019-03-08 15:05:00,100 %
17802189,ee7746ti,Ben,Aug,1,1,1,2019-01-14 14:00:00,2019-01-14 14:04:00,100 %
17802189,ee7746ti,Ben,Aug,2,1,1,2019-01-16 14:00:00,2019-01-16 14:07:00,100 %
17802189,ee7746ti,Ben,Aug,3,1,1,2019-01-18 14:00:00,2019-01-18 14:07:00,100 %
17802189,ee7746ti,Ben,Aug,4,1,1,2019-01-23 14:59:00,2019-01-23 15:00:00,100 %
17802189,ee7746ti,Ben,Aug,5,1,1,2019-01-25 14:59:00,2019-01-25 15:08:00,100 %
17802189,ee7746ti,Ben,Aug,6,1,1,2019-01-28 14:04:00,2019-01-28 14:11:00,100 %
17802189,ee7746ti,Ben,Aug,7,1,1,2019-02-01 14:56:00,2019-02-01 15:03:00,100 %
17802189,ee7746ti,Ben,Aug,8,1,1,2019-02-04 14:00:00,2019-02-04 14:08:00,100 %
17802189,ee7746ti,Ben,Aug,9,1,1,2019-02-06 14:01:00,2019-02-06 14:07:00,100 %
17802189,ee7746ti,Ben,Aug,10,1,1,2019-02-08 14:00:00,2019-02-08 14:04:00,100 %
17802189,ee7746ti,Ben,Aug,11,1,1,2019-02-11 14:59:00,2019-02-11 15:05:00,100 %
17802189,ee7746ti,Ben,Aug,12,1,1,2019-02-13 14:00:00,2019-02-13 14:04:00,100 %
17802189,ee7746ti,Ben,Aug,13,1,1,2019-02-15 14:00:00,2019-02-15 14:10:00,100 %
17802189,ee7746ti,Ben,Aug,14,1,1,2019-02-18 14:00:00,2019-02-18 14:03:00,100 %
17802189,ee7746ti,Ben,Aug,15,1,1,2019-02-27 14:59:00,2019-02-27 15:07:00,100 %
17802189,ee7746ti,Ben,Aug,16,1,1,2019-03-01 14:01:00,2019-03-01 14:11:00,100 %
17802189,ee7746ti,Ben,Aug,17,1,1,2019-03-04 14:00:00,2019-03-04 14:10:00,100 %
17802189,ee7746ti,Ben,Aug,18,1,1,2019-03-06 14:03:00,2019-03-06 14:11:00,100 %
17802189,ee7746ti,Ben,Aug,19,1,1,2019-03-08 14:59:00,2019-03-08 15:01:00,100 %
15296771,ix1122ks,Merrimack,Hadrian,1,1,1,2019-02-08 14:07:00,2019-02-08 14:11:00,100 %
15296771,ix1122ks,Merrimack,Hadrian,2,1,1,2019-02-18 14:01:00,2019-02-18 14:07:00,100 %
15296771,ix1122ks,Merrimack,Hadrian,3,1,1,2019-03-08 14:01:00,2019-03-08 14:03:00,100 %
11702889,yw2911sz,Philippine,Gaylord,1,1,1,2019-01-14 14:00:00,2019-01-14 14:09:00,100 %
11702889,yw2911sz,Philippine,Gaylord,2,1,1,2019-01-16 14:02:00,2019-01-16 14:12:00,100 %
11702889,yw2911sz,Philippine,Gaylord,3,1,1,2019-01-23 14:00:00,2019-01-23 14:04:00,100 %
11702889,yw2911sz,Philippine,Gaylord,4,1,1,2019-01-25 14:02:00,2019-01-25 14:03:00,100 %
11702889,yw2911sz,Philippine,Gaylord,5,1,1,2019-01-28 14:05:00,2019-01-28 14:14:00,100 %
11702889,yw2911sz,Philippine,Gaylord,6,1,1,2019-02-04 14:02:00,2019-02-04 14:08:00,100 %
11702889,yw2911sz,Philippine,Gaylord,7,1,1,2019-02-06 14:03:00,2019-02-06 14:05:00,100 %
11702889,yw2911sz,Philippine,Gaylord,8,1,1,2019-02-08 14:01:00,2019-02-08 14:03:00,100 %
11702889,yw2911sz,Philippine,Gaylord,9,1,1,2019-02-11 14:03:00,2019-02-11 14:09:00,100 %
11702889,yw2911sz,Philippine,Gaylord,10,1,1,2019-02-13 14:03:00,2019-02-13 14:11:00,100 %
11702889,yw2911sz,Philippine,Gaylord,11,1,1,2019-02-15 14:06:00,2019-02-15 14:13:00,100 %
11702889,yw2911sz,Philippine,Gaylord,12,1,1,2019-02-18 14:03:00,2019-02-18 14:04:00,100 %
11702889,yw2911sz,Philippine,Gaylord,13,1,1,2019-02-27 14:04:00,2019-02-27 14:11:00,100 %
11702889,yw2911sz,Philippine,Gaylord,14,1,1,2019-03-01 14:02:00,2019-03-01 14:04:00,100 %
11702889,yw2911sz,Philippine,Gaylord,15,1,1,2019-03-04 14:02:00,2019-03-04 14:04:00,100 %
11702889,yw2911sz,Philippine,Gaylord,16,1,1,2019-03-06 14:03:00,2019-03-06 14:07:00,100 %
11702889,yw2911sz,Philippine,Gaylord,17,1,1,2019-03-08 14:02:00,2019-03-08 14:07:00,100 %
14347507,ma3547fa,Goodyear,Cargill,1,1,1,2019-01-14 14:00:00,2019-01-14 14:03:00,100 %
14347507,ma3547fa,Goodyear,Cargill,2,1,1,2019-01-16 14:04:00,2019-01-16 14:10:00,100 %
14347507,ma3547fa,Goodyear,Cargill,3,1,1,2019-01-18 14:00:00,2019-01-18 14:07:00,100 %
14347507,ma3547fa,Goodyear,Cargill,4,1,1,2019-01-25 14:01:00,2019-01-25 14:06:00,100 %
14347507,ma3547fa,Goodyear,Cargill,5,1,1,2019-01-28 14:05:00,2019-01-28 14:13:00,100 %
14347507,ma3547fa,Goodyear,Cargill,6,1,1,2019-02-01 14:05:00,2019-02-01 14:08:00,100 %
14347507,ma3547fa,Goodyear,Cargill,7,1,1,2019-02-04 14:05:00,2019-02-04 14:14:00,100 %
14347507,ma3547fa,Goodyear,Cargill,8,1,1,2019-02-08 14:07:00,2019-02-08 14:12:00,100 %
14347507,ma3547fa,Goodyear,Cargill,9,1,1,2019-02-11 14:05:00,2019-02-11 14:06:00,100 %
14347507,ma3547fa,Goodyear,Cargill,10,1,1,2019-02-13 14:59:00,2019-02-13 15:09:00,100 %
14347507,ma3547fa,Goodyear,Cargill,11,1,1,2019-02-15 14:04:00,2019-02-15 14:08:00,100 %
14347507,ma3547fa,Goodyear,Cargill,12,1,1,2019-02-27 14:58:00,2019-02-27 15:00:00,100 %
14347507,ma3547fa,Goodyear,Cargill,13,1,1,2019-03-04 14:01:00,2019-03-04 14:09:00,100 %
14347507,ma3547fa,Goodyear,Cargill,14,1,1,2019-03-08 14:06:00,2019-03-08 14:10:00,100 %
14924788,ju8890nw,Christendom,Montmartre,1,1,1,2019-01-14 14:00:00,2019-01-14 14:10:00,100 %
14924788,ju8890nw,Christendom,Montmartre,2,1,1,2019-01-16 14:00:00,2019-01-16 14:04:00,100 %
14924788,ju8890nw,Christendom,Montmartre,3,1,1,2019-01-23 14:59:00,2019-01-23 15:05:00,100 %
14924788,ju8890nw,Christendom,Montmartre,4,1,1,2019-01-25 14:01:00,2019-01-25 14:10:00,100 %
14924788,ju8890nw,Christendom,Montmartre,5,1,1,2019-01-28 14:04:00,2019-01-28 14:13:00,100 %
14924788,ju8890nw,Christendom,Montmartre,6,1,1,2019-02-01 14:01:00,2019-02-01 14:08:00,100 %
14924788,ju8890nw,Christendom,Montmartre,7,1,1,2019-02-04 14:02:00,2019-02-04 14:05:00,100 %
14924788,ju8890nw,Christendom,Montmartre,8,1,1,2019-02-06 14:03:00,2019-02-06 14:11:00,100 %
14924788,ju8890nw,Christendom,Montmartre,9,1,1,2019-02-08 14:01:00,2019-02-08 14:04:00,100 %
14924788,ju8890nw,Christendom,Montmartre,10,1,1,2019-02-11 14:02:00,2019-02-11 14:12:00,100 %
14924788,ju8890nw,Christendom,Montmartre,11,1,1,2019-02-13 14:59:00,2019-02-13 15:05:00,100 %
14924788,ju8890nw,Christendom,Montmartre,12,1,1,2019-02-15 14:59:00,2019-02-15 15:02:00,100 %
14924788,ju8890nw,Christendom,Montmartre,13,1,1,2019-02-18 14:03:00,2019-02-18 14:06:00,100 %
14924788,ju8890nw,Christendom,Montmartre,14,1,1,2019-02-27 14:03:00,2019-02-27 14:10:00,100 %
14924788,ju8890nw,Christendom,Montmartre,15,1,1,2019-03-01 14:01:00,2019-03-01 14:03:00,100 %
14924788,ju8890nw,Christendom,Montmartre,16,1,1,2019-03-04 14:02:00,2019-03-04 14:10:00,100 %
14924788,ju8890nw,Christendom,Montmartre,17,1,1,2019-03-06 14:01:00,2019-03-06 14:04:00,100 %
14924788,ju8890nw,Christendom,Montmartre,18,1,1,2019-03-08 14:03:00,2019-03-08 14:06:00,100 %
14470284,vn1456bo,Dickerson,Bali,1,1,1,2019-01-14 14:00:00,2019-01-14 14:08:00,100 %
14470284,vn1456bo,Dickerson,Bali,2,1,1,2019-01-16 14:01:00,2019-01-16 14:08:00,100 %
14470284,vn1456bo,Dickerson,Bali,3,1,1,2019-01-18 14:01:00,2019-01-18 14:06:00,100 %
14470284,vn1456bo,Dickerson,Bali,4,1,1,2019-01-23 14:00:00,2019-01-23 14:08:00,100 %
14470284,vn1456bo,Dickerson,Bali,5,1,1,2019-01-28 14:04:00,2019-01-28 14:05:00,100 %
14470284,vn1456bo,Dickerson,Bali,6,1,1,2019-02-04 14:01:00,2019-02-04 14:03:00,100 %
14470284,vn1456bo,Dickerson,Bali,7,1,1,2019-02-06 14:02:00,2019-02-06 14:08:00,100 %
14470284,vn1456bo,Dickerson,Bali,8,1,1,2019-02-08 14:01:00,2019-02-08 14:05:00,100 %
14470284,vn1456bo,Dickerson,Bali,9,1,1,2019-02-11 14:02:00,2019-02-11 14:07:00,100 %
14470284,vn1456bo,Dickerson,Bali,10,1,1,2019-02-13 14:03:00,2019-02-13 14:04:00,100 %
14470284,vn1456bo,Dickerson,Bali,11,1,1,2019-02-15 14:05:00,2019-02-15 14:09:00,100 %
14470284,vn1456bo,Dickerson,Bali,12,1,1,2019-02-18 14:03:00,2019-02-18 14:10:00,100 %
14470284,vn1456bo,Dickerson,Bali,13,1,1,2019-02-27 14:00:00,2019-02-27 14:02:00,100 %
14470284,vn1456bo,Dickerson,Bali,14,1,1,2019-03-04 14:03:00,2019-03-04 14:05:00,100 %
14470284,vn1456bo,Dickerson,Bali,15,1,1,2019-03-06 14:03:00,2019-03-06 14:10:00,100 %
14470284,vn1456bo,Dickerson,Bali,16,1,1,2019-03-08 14:02:00,2019-03-08 14:09:00,100 %
13683667,pz8936ef,Mansfield,Harbin,1,1,1,2019-01-14 14:00:00,2019-01-14 14:07:00,100 %
13683667,pz8936ef,Mansfield,Harbin,2,1,1,2019-01-16 14:00:00,2019-01-16 14:09:00,100 %
13683667,pz8936ef,Mansfield,Harbin,3,1,1,2019-01-18 14:02:00,2019-01-18 14:03:00,100 %
13683667,pz8936ef,Mansfield,Harbin,4,1,1,2019-01-28 14:04:00,2019-01-28 14:11:00,100 %
13683667,pz8936ef,Mansfield,Harbin,5,1,1,2019-02-01 14:02:00,2019-02-01 14:09:00,100 %
13683667,pz8936ef,Mansfield,Harbin,6,1,1,2019-02-04 14:01:00,2019-02-04 14:10:00,100 %
13683667,pz8936ef,Mansfield,Harbin,7,1,1,2019-02-06 14:01:00,2019-02-06 14:09:00,100 %
13683667,pz8936ef,Mansfield,Harbin,8,1,1,2019-02-08 14:02:00,2019-02-08 14:07:00,100 %
13683667,pz8936ef,Mansfield,Harbin,9,1,1,2019-02-11 14:01:00,2019-02-11 14:04:00,100 %
13683667,pz8936ef,Mansfield,Harbin,10,1,1,2019-02-13 14:59:00,2019-02-13 15:03:00,100 %
13683667,pz8936ef,Mansfield,Harbin,11,1,1,2019-02-15 14:01:00,2019-02-15 14:05:00,100 %
13683667,pz8936ef,Mansfield,Harbin,12,1,1,2019-02-18 14:07:00,2019-02-18 14:14:00,100 %
13683667,pz8936ef,Mansfield,Harbin,13,1,1,2019-02-27 14:02:00,2019-02-27 14:12:00,100 %
13683667,pz8936ef,Mansfield,Harbin,14,1,1,2019-03-04 14:04:00,2019-03-04 14:05:00,100 %
13683667,pz8936ef,Mansfield,Harbin,15,1,1,2019-03-06 14:00:00,2019-03-06 14:02:00,100 %
13683667,pz8936ef,Mansfield,Harbin,16,1,1,2019-03-08 14:03:00,2019-03-08 14:09:00,100 %
14460432,au9747cp,Jericho,Greer,1,1,1,2019-01-15 09:01:00,2019-01-15 09:10:00,100 %
14460432,au9747cp,Jericho,Greer,2,1,1,2019-01-17 09:02:00,2019-01-17 09:04:00,100 %
14460432,au9747cp,Jericho,Greer,3,1,1,2019-01-22 09:03:00,2019-01-22 09:10:00,100 %
14460432,au9747cp,Jericho,Greer,4,1,1,2019-01-24 09:06:00,2019-01-24 09:09:00,100 %
14460432,au9747cp,Jericho,Greer,5,1,1,2019-01-29 09:03:00,2019-01-29 09:09:00,100 %
14460432,au9747cp,Jericho,Greer,6,1,1,2019-01-31 09:03:00,2019-01-31 09:09:00,100 %
14460432,au9747cp,Jericho,Greer,7,1,1,2019-02-05 09:07:00,2019-02-05 09:15:00,100 %
14460432,au9747cp,Jericho,Greer,8,1,1,2019-02-07 09:03:00,2019-02-07 09:09:00,100 %
14460432,au9747cp,Jericho,Greer,9,1,1,2019-02-14 09:02:00,2019-02-14 09:06:00,100 %
14460432,au9747cp,Jericho,Greer,10,1,1,2019-02-21 09:04:00,2019-02-21 09:07:00,100 %
14460432,au9747cp,Jericho,Greer,11,1,1,2019-02-26 09:06:00,2019-02-26 09:15:00,100 %
14460432,au9747cp,Jericho,Greer,12,1,1,2019-02-28 09:02:00,2019-02-28 09:05:00,100 %
14460432,au9747cp,Jericho,Greer,1,1,1,2019-01-15 09:01:00,2019-01-15 09:05:00,100 %
14460432,au9747cp,Jericho,Greer,2,1,1,2019-01-17 09:02:00,2019-01-17 09:12:00,100 %
14460432,au9747cp,Jericho,Greer,3,1,1,2019-01-22 09:03:00,2019-01-22 09:08:00,100 %
14460432,au9747cp,Jericho,Greer,4,1,1,2019-01-24 09:05:00,2019-01-24 09:12:00,100 %
14460432,au9747cp,Jericho,Greer,5,1,1,2019-01-29 09:03:00,2019-01-29 09:10:00,100 %
14460432,au9747cp,Jericho,Greer,6,1,1,2019-01-31 09:04:00,2019-01-31 09:13:00,100 %
13114642,qe3386ba,Willard,Kafka,7,1,1,2019-02-05 09:08:00,2019-02-05 09:12:00,100 %
13114642,qe3386ba,Willard,Kafka,8,1,1,2019-02-07 09:02:00,2019-02-07 09:06:00,100 %
13114642,qe3386ba,Willard,Kafka,9,1,1,2019-02-14 09:00:00,2019-02-14 09:04:00,100 %
13114642,qe3386ba,Willard,Kafka,10,1,1,2019-02-28 09:01:00,2019-02-28 09:08:00,100 %
13114642,qe3386ba,Willard,Kafka,1,1,1,2019-01-15 09:01:00,2019-01-15 09:07:00,100 %
13114642,qe3386ba,Willard,Kafka,2,1,1,2019-01-17 09:02:00,2019-01-17 09:04:00,100 %
13114642,qe3386ba,Willard,Kafka,3,1,1,2019-01-22 09:03:00,2019-01-22 09:09:00,100 %
13114642,qe3386ba,Willard,Kafka,4,1,1,2019-01-24 09:05:00,2019-01-24 09:06:00,100 %
13114642,qe3386ba,Willard,Kafka,5,1,1,2019-01-29 09:03:00,2019-01-29 09:12:00,100 %
13114642,qe3386ba,Willard,Kafka,6,1,1,2019-01-31 09:01:00,2019-01-31 09:03:00,100 %
13114642,qe3386ba,Willard,Kafka,7,1,1,2019-02-05 09:07:00,2019-02-05 09:13:00,100 %
13114642,qe3386ba,Willard,Kafka,8,1,1,2019-02-07 09:01:00,2019-02-07 09:09:00,100 %
13114642,qe3386ba,Willard,Kafka,9,1,1,2019-02-14 09:01:00,2019-02-14 09:02:00,100 %
13114642,qe3386ba,Willard,Kafka,10,1,1,2019-02-21 09:03:00,2019-02-21 09:06:00,100 %
13114642,qe3386ba,Willard,Kafka,11,1,1,2019-02-26 09:00:00,2019-02-26 09:01:00,100 %
13114642,qe3386ba,Willard,Kafka,12,1,1,2019-02-28 09:00:00,2019-02-28 09:01:00,100 %
13114642,qe3386ba,Willard,Kafka,1,1,1,2019-01-15 09:01:00,2019-01-15 09:09:00,100 %
13114642,qe3386ba,Willard,Kafka,2,1,1,2019-01-17 09:02:00,2019-01-17 09:10:00,100 %
13114642,qe3386ba,Willard,Kafka,3,1,1,2019-01-22 09:03:00,2019-01-22 09:07:00,100 %
14819010,kx3806uj,Ross,Galbreath,4,1,1,2019-01-24 09:05:00,2019-01-24 09:13:00,100 %
14819010,kx3806uj,Ross,Galbreath,5,1,1,2019-01-29 09:03:00,2019-01-29 09:13:00,100 %
14819010,kx3806uj,Ross,Galbreath,6,1,1,2019-01-31 09:00:00,2019-01-31 09:08:00,100 %
14819010,kx3806uj,Ross,Galbreath,7,1,1,2019-02-05 09:07:00,2019-02-05 09:08:00,100 %
14819010,kx3806uj,Ross,Galbreath,8,1,1,2019-02-07 09:00:00,2019-02-07 09:10:00,100 %
14819010,kx3806uj,Ross,Galbreath,9,1,1,2019-02-14 09:00:00,2019-02-14 09:07:00,100 %
14819010,kx3806uj,Ross,Galbreath,10,1,1,2019-02-21 09:03:00,2019-02-21 09:10:00,100 %
14819010,kx3806uj,Ross,Galbreath,11,1,1,2019-02-26 09:03:00,2019-02-26 09:06:00,100 %
14819010,kx3806uj,Ross,Galbreath,12,1,1,2019-02-28 09:02:00,2019-02-28 09:04:00,100 %
14819010,kx3806uj,Ross,Galbreath,1,1,1,2019-01-15 09:00:00,2019-01-15 09:02:00,100 %
14819010,kx3806uj,Ross,Galbreath,2,1,1,2019-01-17 09:02:00,2019-01-17 09:11:00,100 %
14819010,kx3806uj,Ross,Galbreath,3,1,1,2019-01-22 09:03:00,2019-01-22 09:08:00,100 %
14819010,kx3806uj,Ross,Galbreath,4,1,1,2019-01-24 09:05:00,2019-01-24 09:08:00,100 %
14819010,kx3806uj,Ross,Galbreath,5,1,1,2019-01-29 09:03:00,2019-01-29 09:05:00,100 %
14819010,kx3806uj,Ross,Galbreath,6,1,1,2019-01-31 09:00:00,2019-01-31 09:09:00,100 %
14819010,kx3806uj,Ross,Galbreath,7,1,1,2019-02-05 09:07:00,2019-02-05 09:13:00,100 %
14819010,kx3806uj,Ross,Galbreath,8,1,1,2019-02-07 09:00:00,2019-02-07 09:04:00,100 %
14819010,kx3806uj,Ross,Galbreath,9,1,1,2019-02-14 09:00:00,2019-02-14 09:03:00,100 %
17802189,ee7746ti,Ben,Aug,10,1,1,2019-02-21 09:03:00,2019-02-21 09:12:00,100 %
17802189,ee7746ti,Ben,Aug,11,1,1,2019-02-26 09:02:00,2019-02-26 09:08:00,100 %
17802189,ee7746ti,Ben,Aug,12,1,1,2019-02-28 09:02:00,2019-02-28 09:12:00,100 %
17802189,ee7746ti,Ben,Aug,1,1,1,2019-01-15 09:01:00,2019-01-15 09:06:00,100 %
17802189,ee7746ti,Ben,Aug,2,1,1,2019-01-17 09:02:00,2019-01-17 09:08:00,100 %
17802189,ee7746ti,Ben,Aug,3,1,1,2019-01-22 09:03:00,2019-01-22 09:07:00,100 %
17802189,ee7746ti,Ben,Aug,4,1,1,2019-01-24 09:05:00,2019-01-24 09:14:00,100 %
17802189,ee7746ti,Ben,Aug,5,1,1,2019-01-29 09:03:00,2019-01-29 09:06:00,100 %
17802189,ee7746ti,Ben,Aug,6,1,1,2019-01-31 09:02:00,2019-01-31 09:05:00,100 %
17802189,ee7746ti,Ben,Aug,7,1,1,2019-02-05 09:08:00,2019-02-05 09:18:00,100 %
17802189,ee7746ti,Ben,Aug,8,1,1,2019-02-07 09:01:00,2019-02-07 09:04:00,100 %
17802189,ee7746ti,Ben,Aug,9,1,1,2019-02-14 09:00:00,2019-02-14 09:09:00,100 %
17802189,ee7746ti,Ben,Aug,10,1,1,2019-02-26 09:00:00,2019-02-26 09:03:00,100 %
17802189,ee7746ti,Ben,Aug,11,1,1,2019-02-28 09:00:00,2019-02-28 09:03:00,100 %
17802189,ee7746ti,Ben,Aug,1,1,1,2019-01-15 09:00:00,2019-01-15 09:10:00,100 %
17802189,ee7746ti,Ben,Aug,2,1,1,2019-01-17 09:02:00,2019-01-17 09:03:00,100 %
17802189,ee7746ti,Ben,Aug,3,1,1,2019-01-22 09:03:00,2019-01-22 09:04:00,100 %
17802189,ee7746ti,Ben,Aug,4,1,1,2019-01-24 09:05:00,2019-01-24 09:06:00,100 %
17802189,ee7746ti,Ben,Aug,5,1,1,2019-01-29 09:03:00,2019-01-29 09:12:00,100 %
15296771,ix1122ks,Merrimack,Hadrian,6,1,1,2019-01-31 09:00:00,2019-01-31 09:08:00,100 %
15296771,ix1122ks,Merrimack,Hadrian,7,1,1,2019-02-05 09:07:00,2019-02-05 09:14:00,100 %
15296771,ix1122ks,Merrimack,Hadrian,8,1,1,2019-02-07 09:01:00,2019-02-07 09:06:00,100 %
11702889,yw2911sz,Philippine,Gaylord,9,1,1,2019-02-14 09:00:00,2019-02-14 09:05:00,100 %
11702889,yw2911sz,Philippine,Gaylord,10,1,1,2019-02-21 09:02:00,2019-02-21 09:10:00,100 %
11702889,yw2911sz,Philippine,Gaylord,11,1,1,2019-02-26 09:02:00,2019-02-26 09:05:00,100 %
11702889,yw2911sz,Philippine,Gaylord,12,1,1,2019-02-28 09:01:00,2019-02-28 09:07:00,100 %
11702889,yw2911sz,Philippine,Gaylord,13,1,1,2019-02-28 09:02:00,2019-02-28 09:06:00,100 %
11702889,yw2911sz,Philippine,Gaylord,1,1,1,2019-01-15 09:01:00,2019-01-15 09:04:00,100 %
11702889,yw2911sz,Philippine,Gaylord,2,1,1,2019-01-17 09:02:00,2019-01-17 09:09:00,100 %
11702889,yw2911sz,Philippine,Gaylord,3,1,1,2019-01-22 09:03:00,2019-01-22 09:13:00,100 %
11702889,yw2911sz,Philippine,Gaylord,4,1,1,2019-01-24 09:06:00,2019-01-24 09:07:00,100 %
11702889,yw2911sz,Philippine,Gaylord,5,1,1,2019-01-29 09:03:00,2019-01-29 09:09:00,100 %
