Org Defined ID,UserName,FirstName,LastName,Attempt #,Score,Out Of,Attempt_Start,Attempt_End,Percent
19846151,wf4016jq,Scotsman,McCluskey,2,18,20,2019-01-27 15:57:00,2019-01-27 15:58:00,90 %
19846151,wf4016jq,Scotsman,McCluskey,3,9,20,2019-01-27 15:01:00,2019-01-27 15:05:00,45 %
19846151,wf4016jq,Scotsman,McCluskey,4,7,20,2019-01-27 15:04:00,2019-01-27 15:09:00,35 %
19846151,wf4016jq,Scotsman,McCluskey,5,16,20,2019-01-27 15:07:00,2019-01-27 15:08:00,80 %
19846151,wf4016jq,Scotsman,McCluskey,6,9,20,2019-01-27 15:12:00,2019-01-27 15:15:00,45 %
18630821,ct6978kd,Ekstrom,Czech,7,10,20,2019-01-27 15:14:00,2019-01-27 15:21:00,50 %
18630821,ct6978kd,Ekstrom,Czech,8,17,20,2019-02-27 15:48:00,2019-02-27 15:51:00,85 %
18630821,ct6978kd,Ekstrom,Czech,9,17,20,2019-02-27 15:53:00,2019-02-27 15:56:00,85 %
18630821,ct6978kd,Ekstrom,Czech,10,20,20,2019-02-27 15:56:00,2019-02-27 16:06:00,100 %
18630821,ct6978kd,Ekstrom,Czech,11,17,20,2019-02-27 15:58:00,2019-02-27 16:00:00,85 %
18630821,ct6978kd,Ekstrom,Czech,12,2,20,2019-02-27 15:59:00,2019-02-27 16:03:00,10 %
18630821,ct6978kd,Ekstrom,Czech,1,17,20,2019-01-27 15:02:00,2019-01-27 15:09:00,85 %
18630821,ct6978kd,Ekstrom,Czech,2,5,20,2019-01-27 15:09:00,2019-01-27 15:11:00,25 %
18630821,ct6978kd,Ekstrom,Czech,3,7,20,2019-01-27 15:18:00,2019-01-27 15:23:00,35 %
18630821,ct6978kd,Ekstrom,Czech,4,14,20,2019-01-27 15:21:00,2019-01-27 15:31:00,70 %
18630821,ct6978kd,Ekstrom,Czech,5,7,20,2019-01-27 15:23:00,2019-01-27 15:28:00,35 %
18630821,ct6978kd,Ekstrom,Czech,6,2,20,2019-01-27 15:27:00,2019-01-27 15:28:00,10 %
16399102,yv3659qu,Hannah,Odin,7,12,20,2019-01-27 15:29:00,2019-01-27 15:37:00,60 %
16399102,yv3659qu,Hannah,Odin,8,15,20,2019-01-27 15:31:00,2019-01-27 15:39:00,75 %
16399102,yv3659qu,Hannah,Odin,9,13,20,2019-01-27 15:34:00,2019-01-27 15:44:00,65 %
16399102,yv3659qu,Hannah,Odin,10,4,20,2019-01-27 15:36:00,2019-01-27 15:39:00,20 %
16399102,yv3659qu,Hannah,Odin,11,17,20,2019-01-27 15:38:00,2019-01-27 15:39:00,85 %
16399102,yv3659qu,Hannah,Odin,12,15,20,2019-01-27 15:09:00,2019-01-27 15:18:00,75 %
16399102,yv3659qu,Hannah,Odin,13,4,20,2019-01-27 15:11:00,2019-01-27 15:16:00,20 %
16399102,yv3659qu,Hannah,Odin,14,17,20,2019-01-27 15:13:00,2019-01-27 15:18:00,85 %
16399102,yv3659qu,Hannah,Odin,15,8,20,2019-01-27 15:15:00,2019-01-27 15:19:00,40 %
16399102,yv3659qu,Hannah,Odin,16,13,20,2019-01-27 15:17:00,2019-01-27 15:25:00,65 %
16399102,yv3659qu,Hannah,Odin,17,15,20,2019-01-27 15:18:00,2019-01-27 15:26:00,75 %
16399102,yv3659qu,Hannah,Odin,18,1,20,2019-01-27 15:20:00,2019-01-27 15:22:00,5 %
10744592,cv5264qt,McDonnell,Arizona,19,2,20,2019-01-28 15:30:00,2019-01-28 15:39:00,10 %
10744592,cv5264qt,McDonnell,Arizona,20,18,20,2019-01-28 15:32:00,2019-01-28 15:40:00,90 %
10744592,cv5264qt,McDonnell,Arizona,21,6,20,2019-02-28 15:49:00,2019-02-28 15:54:00,30 %
10744592,cv5264qt,McDonnell,Arizona,22,12,20,2019-02-28 15:52:00,2019-02-28 16:02:00,60 %
10744592,cv5264qt,McDonnell,Arizona,23,19,20,2019-02-28 15:54:00,2019-02-28 16:01:00,95 %
10744592,cv5264qt,McDonnell,Arizona,1,13,20,2019-01-27 15:41:00,2019-01-27 15:51:00,65 %
10744592,cv5264qt,McDonnell,Arizona,2,19,20,2019-01-27 15:57:00,2019-01-27 16:04:00,95 %
10744592,cv5264qt,McDonnell,Arizona,3,13,20,2019-02-28 15:01:00,2019-02-28 15:02:00,65 %
10744592,cv5264qt,McDonnell,Arizona,4,2,20,2019-02-28 15:04:00,2019-02-28 15:12:00,10 %
10744592,cv5264qt,McDonnell,Arizona,1,5,20,2019-01-27 15:38:00,2019-01-27 15:45:00,25 %
10744592,cv5264qt,McDonnell,Arizona,2,11,20,2019-01-27 15:49:00,2019-01-27 15:50:00,55 %
16077924,mg1452fz,Dorset,Nibelung,3,13,20,2019-01-27 15:58:00,2019-01-27 16:08:00,65 %
16077924,mg1452fz,Dorset,Nibelung,4,3,20,2019-01-27 15:48:00,2019-01-27 15:49:00,15 %
16077924,mg1452fz,Dorset,Nibelung,5,3,20,2019-01-27 15:51:00,2019-01-27 15:59:00,15 %
16077924,mg1452fz,Dorset,Nibelung,6,4,20,2019-02-28 15:02:00,2019-02-28 15:07:00,20 %
16077924,mg1452fz,Dorset,Nibelung,7,17,20,2019-02-28 15:12:00,2019-02-28 15:15:00,85 %
16077924,mg1452fz,Dorset,Nibelung,1,1,20,2019-02-27 15:47:00,2019-02-27 15:56:00,5 %
16077924,mg1452fz,Dorset,Nibelung,2,3,20,2019-02-28 15:58:00,2019-02-28 16:05:00,15 %
15135961,wd8670of,McKinley,Sabina,15,9,20,2019-02-27 11:29:00,2019-02-27 11:37:00,45 %
15135961,wd8670of,McKinley,Sabina,16,5,20,2019-02-28 11:54:00,2019-02-28 11:56:00,25 %
15135961,wd8670of,McKinley,Sabina,17,11,20,2019-02-28 11:01:00,2019-02-28 11:04:00,55 %
15135961,wd8670of,McKinley,Sabina,18,1,20,2019-03-01 11:05:00,2019-03-01 11:11:00,5 %
15135961,wd8670of,McKinley,Sabina,19,9,20,2019-03-01 11:08:00,2019-03-01 11:14:00,45 %
15135961,wd8670of,McKinley,Sabina,20,11,20,2019-03-01 11:09:00,2019-03-01 11:15:00,55 %
15135961,wd8670of,McKinley,Sabina,21,17,20,2019-03-01 11:11:00,2019-03-01 11:16:00,85 %
15135961,wd8670of,McKinley,Sabina,22,15,20,2019-03-01 11:11:00,2019-03-01 11:14:00,75 %
15135961,wd8670of,McKinley,Sabina,23,6,20,2019-03-01 11:01:00,2019-03-01 11:07:00,30 %
15135961,wd8670of,McKinley,Sabina,24,9,20,2019-03-01 11:04:00,2019-03-01 11:05:00,45 %
15135961,wd8670of,McKinley,Sabina,1,2,20,2019-01-27 11:08:00,2019-01-27 11:13:00,10 %
15135961,wd8670of,McKinley,Sabina,2,20,20,2019-01-27 11:32:00,2019-01-27 11:42:00,100 %
10390950,el1287vv,Frau,Angelica,3,17,20,2019-01-27 11:45:00,2019-01-27 11:53:00,85 %
10390950,el1287vv,Frau,Angelica,4,6,20,2019-01-27 11:07:00,2019-01-27 11:12:00,30 %
10390950,el1287vv,Frau,Angelica,5,13,20,2019-02-28 11:39:00,2019-02-28 11:42:00,65 %
10390950,el1287vv,Frau,Angelica,6,2,20,2019-03-01 11:40:00,2019-03-01 11:47:00,10 %
10390950,el1287vv,Frau,Angelica,1,11,20,2019-01-28 11:07:00,2019-01-28 11:11:00,55 %
10390950,el1287vv,Frau,Angelica,2,9,20,2019-01-28 11:09:00,2019-01-28 11:12:00,45 %
10390950,el1287vv,Frau,Angelica,3,2,20,2019-01-28 11:14:00,2019-01-28 11:22:00,10 %
10390950,el1287vv,Frau,Angelica,4,4,20,2019-01-28 11:20:00,2019-01-28 11:27:00,20 %
10390950,el1287vv,Frau,Angelica,5,1,20,2019-01-28 11:23:00,2019-01-28 11:24:00,5 %
10390950,el1287vv,Frau,Angelica,6,16,20,2019-01-28 11:25:00,2019-01-28 11:27:00,80 %
19846151,wf4016jq,Scotsman,McCluskey,7,8,20,2019-01-28 11:28:00,2019-01-28 11:29:00,40 %
19846151,wf4016jq,Scotsman,McCluskey,8,6,20,2019-01-28 11:31:00,2019-01-28 11:41:00,30 %
19846151,wf4016jq,Scotsman,McCluskey,9,11,20,2019-01-28 11:33:00,2019-01-28 11:35:00,55 %
19846151,wf4016jq,Scotsman,McCluskey,10,16,20,2019-01-28 11:36:00,2019-01-28 11:40:00,80 %
19846151,wf4016jq,Scotsman,McCluskey,11,12,20,2019-01-28 11:40:00,2019-01-28 11:41:00,60 %
19846151,wf4016jq,Scotsman,McCluskey,12,14,20,2019-02-28 11:40:00,2019-02-28 11:41:00,70 %
19846151,wf4016jq,Scotsman,McCluskey,13,17,20,2019-02-28 11:35:00,2019-02-28 11:45:00,85 %
19846151,wf4016jq,Scotsman,McCluskey,14,5,20,2019-03-01 11:53:00,2019-03-01 11:54:00,25 %
19846151,wf4016jq,Scotsman,McCluskey,1,6,20,2019-01-28 11:58:00,2019-01-28 12:01:00,30 %
19846151,wf4016jq,Scotsman,McCluskey,2,6,20,2019-01-28 11:23:00,2019-01-28 11:31:00,30 %
19846151,wf4016jq,Scotsman,McCluskey,3,18,20,2019-03-01 11:06:00,2019-03-01 11:07:00,90 %
19846151,wf4016jq,Scotsman,McCluskey,1,6,20,2019-01-27 11:31:00,2019-01-27 11:38:00,30 %
18630821,ct6978kd,Ekstrom,Czech,2,6,20,2019-01-27 11:36:00,2019-01-27 11:38:00,30 %
18630821,ct6978kd,Ekstrom,Czech,3,2,20,2019-01-27 11:38:00,2019-01-27 11:45:00,10 %
18630821,ct6978kd,Ekstrom,Czech,4,12,20,2019-01-28 11:40:00,2019-01-28 11:47:00,60 %
18630821,ct6978kd,Ekstrom,Czech,5,10,20,2019-02-28 11:18:00,2019-02-28 11:23:00,50 %
18630821,ct6978kd,Ekstrom,Czech,6,10,20,2019-03-01 11:34:00,2019-03-01 11:41:00,50 %
18630821,ct6978kd,Ekstrom,Czech,1,20,20,2019-03-01 11:10:00,2019-03-01 11:19:00,100 %
18630821,ct6978kd,Ekstrom,Czech,2,1,20,2019-03-01 11:26:00,2019-03-01 11:32:00,5 %
18630821,ct6978kd,Ekstrom,Czech,3,13,20,2019-03-01 11:31:00,2019-03-01 11:39:00,65 %
18630821,ct6978kd,Ekstrom,Czech,4,6,20,2019-03-01 11:50:00,2019-03-01 11:53:00,30 %
18630821,ct6978kd,Ekstrom,Czech,5,15,20,2019-03-01 11:56:00,2019-03-01 12:04:00,75 %
18630821,ct6978kd,Ekstrom,Czech,6,16,20,2019-03-01 11:08:00,2019-03-01 11:15:00,80 %
18630821,ct6978kd,Ekstrom,Czech,7,8,20,2019-03-01 11:15:00,2019-03-01 11:22:00,40 %
16399102,yv3659qu,Hannah,Odin,8,5,20,2019-03-01 11:17:00,2019-03-01 11:21:00,25 %
16399102,yv3659qu,Hannah,Odin,1,1,20,2019-01-25 11:00:00,2019-01-25 11:07:00,5 %
16399102,yv3659qu,Hannah,Odin,2,18,20,2019-01-25 11:07:00,2019-01-25 11:08:00,90 %
16399102,yv3659qu,Hannah,Odin,3,4,20,2019-01-27 11:05:00,2019-01-27 11:13:00,20 %
16399102,yv3659qu,Hannah,Odin,4,8,20,2019-01-27 11:13:00,2019-01-27 11:14:00,40 %
16399102,yv3659qu,Hannah,Odin,5,1,20,2019-01-27 11:18:00,2019-01-27 11:21:00,5 %
16399102,yv3659qu,Hannah,Odin,6,3,20,2019-01-27 11:20:00,2019-01-27 11:26:00,15 %
16399102,yv3659qu,Hannah,Odin,7,18,20,2019-01-27 11:22:00,2019-01-27 11:25:00,90 %
16399102,yv3659qu,Hannah,Odin,8,5,20,2019-01-27 11:25:00,2019-01-27 11:31:00,25 %
16399102,yv3659qu,Hannah,Odin,9,2,20,2019-01-27 11:28:00,2019-01-27 11:37:00,10 %
16399102,yv3659qu,Hannah,Odin,10,1,20,2019-01-27 11:33:00,2019-01-27 11:43:00,5 %
16399102,yv3659qu,Hannah,Odin,11,18,20,2019-01-28 11:26:00,2019-01-28 11:36:00,90 %
10744592,cv5264qt,McDonnell,Arizona,12,1,20,2019-01-28 11:36:00,2019-01-28 11:37:00,5 %
10744592,cv5264qt,McDonnell,Arizona,13,20,20,2019-01-28 11:42:00,2019-01-28 11:46:00,100 %
10744592,cv5264qt,McDonnell,Arizona,14,14,20,2019-01-28 11:44:00,2019-01-28 11:51:00,70 %
10744592,cv5264qt,McDonnell,Arizona,15,8,20,2019-01-28 11:45:00,2019-01-28 11:54:00,40 %
10744592,cv5264qt,McDonnell,Arizona,16,7,20,2019-01-28 11:52:00,2019-01-28 12:00:00,35 %
10744592,cv5264qt,McDonnell,Arizona,17,14,20,2019-01-28 11:54:00,2019-01-28 11:55:00,70 %
10744592,cv5264qt,McDonnell,Arizona,18,15,20,2019-02-27 11:40:00,2019-02-27 11:47:00,75 %
10744592,cv5264qt,McDonnell,Arizona,19,1,20,2019-02-27 11:13:00,2019-02-27 11:23:00,5 %
10744592,cv5264qt,McDonnell,Arizona,20,5,20,2019-02-28 11:49:00,2019-02-28 11:51:00,25 %
10744592,cv5264qt,McDonnell,Arizona,21,15,20,2019-02-28 11:55:00,2019-02-28 12:04:00,75 %
10744592,cv5264qt,McDonnell,Arizona,22,9,20,2019-02-28 11:59:00,2019-02-28 12:09:00,45 %
16077924,mg1452fz,Dorset,Nibelung,23,5,20,2019-02-28 11:16:00,2019-02-28 11:26:00,25 %
16077924,mg1452fz,Dorset,Nibelung,24,16,20,2019-02-28 11:06:00,2019-02-28 11:15:00,80 %
16077924,mg1452fz,Dorset,Nibelung,25,5,20,2019-03-01 11:33:00,2019-03-01 11:37:00,25 %
16077924,mg1452fz,Dorset,Nibelung,26,7,20,2019-03-01 11:38:00,2019-03-01 11:42:00,35 %
16077924,mg1452fz,Dorset,Nibelung,1,9,20,2019-01-28 11:58:00,2019-01-28 12:00:00,45 %
16077924,mg1452fz,Dorset,Nibelung,2,9,20,2019-01-28 11:04:00,2019-01-28 11:11:00,45 %
16077924,mg1452fz,Dorset,Nibelung,3,12,20,2019-02-28 11:18:00,2019-02-28 11:21:00,60 %
16077924,mg1452fz,Dorset,Nibelung,1,14,20,2019-01-26 11:26:00,2019-01-26 11:29:00,70 %
16077924,mg1452fz,Dorset,Nibelung,2,10,20,2019-01-26 11:31:00,2019-01-26 11:36:00,50 %
16077924,mg1452fz,Dorset,Nibelung,3,8,20,2019-01-26 11:40:00,2019-01-26 11:45:00,40 %
16077924,mg1452fz,Dorset,Nibelung,4,1,20,2019-01-26 11:45:00,2019-01-26 11:49:00,5 %
16077924,mg1452fz,Dorset,Nibelung,5,14,20,2019-01-26 11:50:00,2019-01-26 11:59:00,70 %
16077924,mg1452fz,Dorset,Nibelung,6,11,20,2019-02-27 11:03:00,2019-02-27 11:04:00,55 %
16835633,eg7266dc,Daytona,Louisa,7,15,20,2019-02-27 11:06:00,2019-02-27 11:07:00,75 %
16835633,eg7266dc,Daytona,Louisa,8,15,20,2019-02-27 11:08:00,2019-02-27 11:13:00,75 %
16835633,eg7266dc,Daytona,Louisa,9,17,20,2019-02-27 11:11:00,2019-02-27 11:14:00,85 %
16835633,eg7266dc,Daytona,Louisa,10,12,20,2019-02-28 11:07:00,2019-02-28 11:16:00,60 %
16835633,eg7266dc,Daytona,Louisa,11,13,20,2019-02-28 11:09:00,2019-02-28 11:14:00,65 %
16835633,eg7266dc,Daytona,Louisa,12,12,20,2019-02-28 11:19:00,2019-02-28 11:29:00,60 %
16835633,eg7266dc,Daytona,Louisa,13,2,20,2019-02-28 11:24:00,2019-02-28 11:31:00,10 %
16835633,eg7266dc,Daytona,Louisa,14,17,20,2019-02-28 11:35:00,2019-02-28 11:45:00,85 %
16835633,eg7266dc,Daytona,Louisa,15,20,20,2019-02-28 11:37:00,2019-02-28 11:41:00,100 %
16835633,eg7266dc,Daytona,Louisa,16,2,20,2019-02-28 11:43:00,2019-02-28 11:47:00,10 %
16835633,eg7266dc,Daytona,Louisa,17,20,20,2019-03-01 11:51:00,2019-03-01 11:55:00,100 %
13967975,ct5089fu,Hammond,Erich,1,12,20,2019-01-26 11:14:00,2019-01-26 11:24:00,60 %
13967975,ct5089fu,Hammond,Erich,2,16,20,2019-01-28 11:30:00,2019-01-28 11:40:00,80 %
13967975,ct5089fu,Hammond,Erich,3,16,20,2019-01-28 11:48:00,2019-01-28 11:49:00,80 %
13967975,ct5089fu,Hammond,Erich,1,11,20,2019-01-27 11:54:00,2019-01-27 12:02:00,55 %
13967975,ct5089fu,Hammond,Erich,2,13,20,2019-01-27 11:58:00,2019-01-27 12:02:00,65 %
13967975,ct5089fu,Hammond,Erich,3,2,20,2019-01-27 11:01:00,2019-01-27 11:02:00,10 %
13967975,ct5089fu,Hammond,Erich,4,20,20,2019-01-28 11:58:00,2019-01-28 12:00:00,100 %
13967975,ct5089fu,Hammond,Erich,5,8,20,2019-01-28 11:24:00,2019-01-28 11:29:00,40 %
13967975,ct5089fu,Hammond,Erich,6,13,20,2019-01-28 11:27:00,2019-01-28 11:32:00,65 %
13967975,ct5089fu,Hammond,Erich,7,17,20,2019-01-28 11:30:00,2019-01-28 11:38:00,85 %
13967975,ct5089fu,Hammond,Erich,8,13,20,2019-02-28 11:02:00,2019-02-28 11:04:00,65 %
13967975,ct5089fu,Hammond,Erich,9,10,20,2019-02-28 11:37:00,2019-02-28 11:40:00,50 %
11465199,kz3175av,Bergland,Italian,10,11,20,2019-02-28 11:43:00,2019-02-28 11:44:00,55 %
11465199,kz3175av,Bergland,Italian,11,1,20,2019-02-28 11:32:00,2019-02-28 11:33:00,5 %
11465199,kz3175av,Bergland,Italian,12,3,20,2019-02-28 11:06:00,2019-02-28 11:10:00,15 %
11465199,kz3175av,Bergland,Italian,13,1,20,2019-03-01 11:45:00,2019-03-01 11:48:00,5 %
11465199,kz3175av,Bergland,Italian,14,15,20,2019-03-01 11:54:00,2019-03-01 12:02:00,75 %
11465199,kz3175av,Bergland,Italian,1,4,20,2019-01-28 11:44:00,2019-01-28 11:54:00,20 %
11465199,kz3175av,Bergland,Italian,2,12,20,2019-01-28 11:55:00,2019-01-28 12:00:00,60 %
11465199,kz3175av,Bergland,Italian,3,4,20,2019-01-28 11:00:00,2019-01-28 11:08:00,20 %
11465199,kz3175av,Bergland,Italian,4,16,20,2019-01-28 11:17:00,2019-01-28 11:18:00,80 %
11465199,kz3175av,Bergland,Italian,5,10,20,2019-01-28 11:20:00,2019-01-28 11:27:00,50 %
11465199,kz3175av,Bergland,Italian,6,5,20,2019-02-27 11:42:00,2019-02-27 11:51:00,25 %
11465199,kz3175av,Bergland,Italian,7,11,20,2019-02-27 11:46:00,2019-02-27 11:55:00,55 %
16919801,dd4625qi,Dar,Bogota,8,13,20,2019-03-01 11:52:00,2019-03-01 12:02:00,65 %
16919801,dd4625qi,Dar,Bogota,9,13,20,2019-03-01 11:58:00,2019-03-01 12:01:00,65 %
16919801,dd4625qi,Dar,Bogota,10,5,20,2019-03-01 11:02:00,2019-03-01 11:05:00,25 %
16919801,dd4625qi,Dar,Bogota,11,7,20,2019-03-01 11:04:00,2019-03-01 11:14:00,35 %
16919801,dd4625qi,Dar,Bogota,12,14,20,2019-03-01 11:04:00,2019-03-01 11:12:00,70 %
16919801,dd4625qi,Dar,Bogota,13,4,20,2019-03-01 11:05:00,2019-03-01 11:07:00,20 %
16919801,dd4625qi,Dar,Bogota,1,4,20,2019-01-26 11:42:00,2019-01-26 11:44:00,20 %
16919801,dd4625qi,Dar,Bogota,2,1,20,2019-01-26 11:53:00,2019-01-26 12:02:00,5 %
16919801,dd4625qi,Dar,Bogota,3,7,20,2019-01-26 11:23:00,2019-01-26 11:33:00,35 %
16919801,dd4625qi,Dar,Bogota,4,9,20,2019-01-26 11:38:00,2019-01-26 11:39:00,45 %
16919801,dd4625qi,Dar,Bogota,5,13,20,2019-01-26 11:12:00,2019-01-26 11:16:00,65 %
16919801,dd4625qi,Dar,Bogota,6,13,20,2019-01-27 11:26:00,2019-01-27 11:29:00,65 %
18751963,ms5701cc,Schultz,Eduardo,7,18,20,2019-01-27 11:39:00,2019-01-27 11:44:00,90 %
18751963,ms5701cc,Schultz,Eduardo,8,2,20,2019-01-27 11:45:00,2019-01-27 11:47:00,10 %
18751963,ms5701cc,Schultz,Eduardo,9,5,20,2019-01-27 11:51:00,2019-01-27 12:01:00,25 %
18751963,ms5701cc,Schultz,Eduardo,10,16,20,2019-01-27 11:26:00,2019-01-27 11:27:00,80 %
18751963,ms5701cc,Schultz,Eduardo,11,14,20,2019-01-28 11:40:00,2019-01-28 11:42:00,70 %
18751963,ms5701cc,Schultz,Eduardo,12,2,20,2019-02-28 11:32:00,2019-02-28 11:42:00,10 %
18751963,ms5701cc,Schultz,Eduardo,13,5,20,2019-02-28 11:38:00,2019-02-28 11:47:00,25 %
18751963,ms5701cc,Schultz,Eduardo,14,5,20,2019-02-28 11:46:00,2019-02-28 11:55:00,25 %
18751963,ms5701cc,Schultz,Eduardo,15,13,20,2019-02-28 11:15:00,2019-02-28 11:23:00,65 %
18751963,ms5701cc,Schultz,Eduardo,16,2,20,2019-02-28 11:36:00,2019-02-28 11:40:00,10 %
18751963,ms5701cc,Schultz,Eduardo,17,15,20,2019-03-01 11:23:00,2019-03-01 11:26:00,75 %
12501099,af1090bg,Athenian,Acadia,1,3,20,2019-01-28 11:33:00,2019-01-28 11:37:00,15 %
12501099,af1090bg,Athenian,Acadia,2,4,20,2019-01-28 11:40:00,2019-01-28 11:48:00,20 %
12501099,af1090bg,Athenian,Acadia,3,7,20,2019-01-28 11:44:00,2019-01-28 11:45:00,35 %
12501099,af1090bg,Athenian,Acadia,4,15,20,2019-01-28 11:49:00,2019-01-28 11:54:00,75 %
12501099,af1090bg,Athenian,Acadia,5,12,20,2019-01-28 11:51:00,2019-01-28 11:55:00,60 %
12501099,af1090bg,Athenian,Acadia,6,17,20,2019-01-28 11:55:00,2019-01-28 11:56:00,85 %
12501099,af1090bg,Athenian,Acadia,7,5,20,2019-01-28 11:59:00,2019-01-28 12:02:00,25 %
12501099,af1090bg,Athenian,Acadia,8,3,20,2019-03-01 11:35:00,2019-03-01 11:39:00,15 %
12501099,af1090bg,Athenian,Acadia,9,8,20,2019-03-01 11:44:00,2019-03-01 11:54:00,40 %
12501099,af1090bg,Athenian,Acadia,10,11,20,2019-03-01 11:49:00,2019-03-01 11:52:00,55 %
12501099,af1090bg,Athenian,Acadia,11,14,20,2019-03-01 11:56:00,2019-03-01 11:58:00,70 %
12501099,af1090bg,Athenian,Acadia,1,3,20,2019-01-27 11:35:00,2019-01-27 11:39:00,15 %
10915424,mb7980qy,Marjorie,Palladian,2,4,20,2019-03-01 11:43:00,2019-03-01 11:50:00,20 %
10915424,mb7980qy,Marjorie,Palladian,3,8,20,2019-03-01 11:47:00,2019-03-01 11:53:00,40 %
10915424,mb7980qy,Marjorie,Palladian,1,2,20,2019-01-28 11:54:00,2019-01-28 11:59:00,10 %
10915424,mb7980qy,Marjorie,Palladian,2,18,20,2019-01-28 11:01:00,2019-01-28 11:09:00,90 %
10915424,mb7980qy,Marjorie,Palladian,3,2,20,2019-03-01 11:39:00,2019-03-01 11:40:00,10 %
10915424,mb7980qy,Marjorie,Palladian,4,3,20,2019-03-01 11:43:00,2019-03-01 11:45:00,15 %
10915424,mb7980qy,Marjorie,Palladian,1,15,20,2019-01-28 11:58:00,2019-01-28 12:01:00,75 %
10915424,mb7980qy,Marjorie,Palladian,2,1,20,2019-01-28 11:20:00,2019-01-28 11:23:00,5 %
10915424,mb7980qy,Marjorie,Palladian,3,16,20,2019-01-28 11:23:00,2019-01-28 11:24:00,80 %
10915424,mb7980qy,Marjorie,Palladian,4,20,20,2019-01-28 11:25:00,2019-01-28 11:32:00,100 %
10915424,mb7980qy,Marjorie,Palladian,5,20,20,2019-01-28 11:27:00,2019-01-28 11:34:00,100 %
10915424,mb7980qy,Marjorie,Palladian,6,9,20,2019-03-01 11:48:00,2019-03-01 11:49:00,45 %
13978323,tn9656sg,Appalachia,Leonardo,7,12,20,2019-03-01 11:51:00,2019-03-01 12:01:00,60 %
